open,high,low,close
1263.71,1265.15,1262.74,1264.11
1264.11,1264.9,1263.77,1264.68
1264.69,1264.9,1264.1,1264.7
1264.7,1264.89,1263.66,1264.13
1264.13,1264.28,1263.12,1263.29
1263.29,1264.6,1263.29,1264.5
1264.5,1264.51,1263.0,1263.01
1263.01,1263.19,1262.22,1262.22
1262.22,1262.46,1261.62,1261.66
1261.65,1262.19,1261.3,1262.19
1262.19,1262.19,1261.27,1261.77
1261.76,1262.37,1261.62,1261.94
1261.94,1263.27,1261.82,1262.83
1262.83,1262.84,1261.71,1261.82
1261.83,1262.77,1261.7,1262.55
1262.56,1263.82,1262.46,1263.53
1263.54,1264.28,1262.93,1263.93
1263.92,1263.94,1263.37,1263.45
1263.44,1263.67,1263.14,1263.67
1263.67,1264.99,1263.66,1264.0
1264.01,1265.68,1263.74,1264.48
1264.48,1265.6,1264.38,1264.81
1264.82,1265.24,1264.17,1264.17
1264.17,1264.18,1262.75,1263.79
1263.79,1263.79,1262.23,1263.3
1263.3,1263.78,1262.25,1263.62
1263.63,1264.01,1263.24,1263.25
1263.24,1263.35,1262.47,1262.48
1262.47,1263.39,1261.95,1262.96
1262.95,1267.93,1262.43,1264.01
1264.03,1264.5,1262.32,1262.53
1262.53,1263.08,1262.06,1262.29
1262.29,1262.38,1260.67,1262.23
1262.23,1262.83,1261.43,1262.37
1262.36,1263.44,1261.0,1263.44
1263.44,1263.52,1261.48,1262.51
1262.51,1263.6,1261.95,1262.99
1262.98,1263.87,1262.98,1263.65
1263.64,1264.13,1263.48,1263.48
1263.49,1263.7,1262.6,1262.77
1262.76,1263.07,1256.3,1259.99
1260.0,1261.34,1258.42,1260.71
1260.71,1261.6,1258.6,1261.22
1261.22,1261.25,1260.0,1260.77
1260.77,1260.92,1258.9,1259.08
1259.08,1261.87,1259.08,1261.73
1261.74,1262.41,1261.08,1261.17
1261.17,1261.18,1259.91,1259.99
1259.99,1260.29,1258.77,1260.28
1260.29,1261.25,1259.52,1261.25
1261.25,1261.25,1260.3,1260.8
1260.8,1261.24,1260.46,1261.24
1261.24,1262.0,1259.86,1260.75
1260.74,1262.56,1260.64,1262.36
1262.36,1262.52,1262.0,1262.25
1262.26,1262.38,1262.0,1262.25
1262.26,1262.58,1261.85,1261.9
1261.9,1261.91,1261.53,1261.64
1261.63,1262.36,1261.63,1262.04
1262.03,1262.58,1262.03,1262.48
1262.48,1262.79,1262.0,1262.68
1262.68,1263.42,1262.68,1263.41
1263.41,1263.44,1262.15,1262.64
1262.63,1262.97,1262.1,1262.39
